0.7579 	WARNING 	Movie2 stim could not be imported and won't be available
5.4644 	EXP 	New trial (rep=0, index=2): {u'text': u"If the phrase can be a property of the underlined word, press the green key. And if the phrase can't be a property of the underlined word, press the red key. Please respond as quickly as possible,but avoid making errors."}
5.5409 	EXP 	intro_text: autoDraw = False
5.5409 	EXP 	text_2: autoDraw = False
5.5409 	EXP 	intro_text: text = u"If the phrase can be a property of the underlined word, press the green key. And if the phrase can't be a property of the underlined word, press the red key. Please respond as quickly as possible,but avoid making errors."
5.5409 	EXP 	intro_text: autoDraw = True
5.5409 	EXP 	text_2: autoDraw = True
5.8928 	DATA 	Keypress: space
5.9078 	EXP 	New trial (rep=0, index=3): {u'text': u"After this slide you'll begin a practice session. If you make any mistakes an experimenter will be standing by to correct you. Just remember to read all the sentences (but not the phrases) out loud. In order to move between trials in the experiment, press the space bar. When you're ready to begin, please turn around and tell the experimenter."}
5.9905 	EXP 	intro_text: autoDraw = False
5.9905 	EXP 	text_2: autoDraw = False
5.9905 	EXP 	intro_text: text = u"After this slide you'll begin a practice session. If you make any mistakes an experimenter will be standing by to correct you. Just remember to read all the sentences (but not the phrases) out loud. In order to move between trials in the experiment, press the space bar. When you're ready to begin, please turn around and tell the experimenter."
5.9905 	EXP 	intro_text: autoDraw = True
5.9905 	EXP 	text_2: autoDraw = True
6.4289 	DATA 	Keypress: space
6.4367 	EXP 	Imported stim-prac.xlsx as conditions, 4 conditions, 3 params
6.4378 	EXP 	Created sequence: random, trialTypes=4, nReps=1, seed=None
6.4390 	EXP 	New trial (rep=0, index=0): {u'property': u'has a smell', u'response': u'j', u'sentence': u'The skunk was under a large willow.'}
6.4398 	EXP 	New trial (rep=0, index=1): {u'property': u'can be tied in a knot', u'response': u'f', u'sentence': u'The refrigerator was set to a low temperature to cool the beer.'}
6.4405 	EXP 	New trial (rep=0, index=2): {u'property': u'can contain money', u'response': u'j', u'sentence': u'The bank was robbed by three bandits.'}
6.4412 	EXP 	New trial (rep=0, index=3): {u'property': u'has gills', u'response': u'f', u'sentence': u'The cheese was growing moldy in the refrigerator.'}
6.4478 	EXP 	Imported instructions-p2.xlsx as conditions, 1 conditions, 1 params
6.4484 	EXP 	Created sequence: sequential, trialTypes=1, nReps=1, seed=None
6.4495 	EXP 	New trial (rep=0, index=0): {u'text': u'That was the practice session. The following session will have exactly the same format, except that you will not be given feedback about whether your answers were correct. When you are ready to begin or have any questions, please turn around and inform the experimenter.'}
6.5053 	EXP 	intro_text: autoDraw = False
6.5053 	EXP 	text_2: autoDraw = False
6.5053 	EXP 	intro_text: text = u'That was the practice session. The following session will have exactly the same format, except that you will not be given feedback about whether your answers were correct. When you are ready to begin or have any questions, please turn around and inform the experimenter.'
6.5053 	EXP 	intro_text: autoDraw = True
6.5053 	EXP 	text_2: autoDraw = True
6.8934 	DATA 	Keypress: space
6.9128 	EXP 	intro_text: autoDraw = False
6.9128 	EXP 	text_2: autoDraw = False
6.9128 	EXP 	text_3: autoDraw = True
8.8455 	DATA 	Keypress: space
9.5307 	DATA 	Keypress: l
9.5419 	EXP 	Imported stim-test.xlsx as conditions, 4 conditions, 2 params
9.5431 	EXP 	Created sequence: random, trialTypes=4, nReps=1, seed=None
9.5451 	EXP 	New trial (rep=0, index=0): {u'property': u'has a smell', u'sentence': u'The skunk was under a large willow.'}
9.5462 	EXP 	New trial (rep=0, index=1): {u'property': u'can contain money', u'sentence': u'The bank was robbed by three bandits.'}
9.5474 	EXP 	New trial (rep=0, index=2): {u'property': u'can be tied in a knot', u'sentence': u'The refrigerator was set to a low temperature to cool the beer.'}
9.5485 	EXP 	New trial (rep=0, index=3): {u'property': u'has gills', u'sentence': u'The cheese was growing moldy in the refrigerator.'}
9.5579 	EXP 	text_3: autoDraw = False
9.5579 	EXP 	ending: autoDraw = True
10.5966 	DATA 	Keypress: space
18.1893 	DATA 	Keypress: escape
