3.6609 	EXP 	Set Window color=[ 0.  0.  0.] (rgb)
4.7751 	EXP 	TextStim: autoLog = None
4.7751 	EXP 	TextStim: autoLog = None
4.7751 	EXP 	TextStim: autoLog = None
4.7751 	EXP 	ImageStim: autoLog = None
4.7751 	EXP 	TextStim: autoLog = None
4.7751 	EXP 	TextStim: autoLog = None
4.7751 	EXP 	TextStim: autoLog = None
4.7751 	EXP 	Set Instructions text="Instructions 1!"
4.7751 	EXP 	TextStim: autoDraw = None
4.7751 	EXP 	TextStim: autoDraw = None
5.2154 	DATA 	Keypress: space
5.2345 	EXP 	New trial (rep=0, index=1): {'text': u'"Instructions 2!"'}
5.2731 	EXP 	TextStim: autoDraw = None
5.2731 	EXP 	TextStim: autoDraw = None
5.2731 	EXP 	Set Instructions text="Instructions 2!"
5.2731 	EXP 	TextStim: autoDraw = None
5.2731 	EXP 	TextStim: autoDraw = None
5.9810 	DATA 	Keypress: space
5.9994 	EXP 	New trial (rep=0, index=2): {'text': u'"Instructions 3!"'}
6.0385 	EXP 	TextStim: autoDraw = None
6.0385 	EXP 	TextStim: autoDraw = None
6.0385 	EXP 	Set Instructions text="Instructions 3!"
6.0385 	EXP 	TextStim: autoDraw = None
6.0385 	EXP 	TextStim: autoDraw = None
6.4616 	DATA 	Keypress: space
6.4817 	EXP 	TextStim: autoDraw = None
6.4817 	EXP 	TextStim: autoDraw = None
6.4817 	EXP 	TextStim: autoDraw = None
9.4635 	EXP 	Imported arguments.csv as conditions, 2 conditions, 1 params
9.4649 	EXP 	Created sequence: random, trialTypes=2, nReps=1, seed=None
9.4670 	EXP 	New trial (rep=0, index=0): {'argument': u'"clear_01.csv"'}
9.4686 	EXP 	Imported clear_01.csv as conditions, 5 conditions, 1 params
9.4698 	EXP 	Created sequence: sequential, trialTypes=5, nReps=1, seed=None
9.4716 	EXP 	New trial (rep=0, index=0): {'words': u'"words\\clear_this.jpg"'}
9.5625 	EXP 	TextStim: autoDraw = None
9.5625 	EXP 	TextStim: autoDraw = None
9.5625 	EXP 	Set text_image image=words\clear_this.jpg
9.5625 	EXP 	ImageStim: autoDraw = None
10.4703 	EXP 	New trial (rep=0, index=1): {'words': u'"words\\clear_is.jpg"'}
10.4890 	EXP 	ImageStim: autoDraw = None
10.4890 	EXP 	ImageStim: autoDraw = None
10.4890 	EXP 	Set text_image image=words\clear_is.jpg
10.4890 	EXP 	ImageStim: autoDraw = None
11.4768 	EXP 	New trial (rep=0, index=2): {'words': u'"words\\clear_the.jpg"'}
11.4957 	EXP 	ImageStim: autoDraw = None
11.4957 	EXP 	Set text_image image=words\clear_the.jpg
11.4957 	EXP 	ImageStim: autoDraw = None
12.4635 	EXP 	New trial (rep=0, index=3): {'words': u'"words\\clear_clear.jpg"'}
12.4822 	EXP 	ImageStim: autoDraw = None
12.4822 	EXP 	ImageStim: autoDraw = None
12.4822 	EXP 	Set text_image image=words\clear_clear.jpg
12.4822 	EXP 	ImageStim: autoDraw = None
13.4504 	EXP 	New trial (rep=0, index=4): {'words': u'"words\\clear_argument.jpg"'}
13.4688 	EXP 	ImageStim: autoDraw = None
13.4688 	EXP 	ImageStim: autoDraw = None
13.4688 	EXP 	Set text_image image=words\clear_argument.jpg
13.4688 	EXP 	ImageStim: autoDraw = None
14.4757 	EXP 	ImageStim: autoDraw = None
14.4757 	EXP 	TextStim: autoDraw = None
17.4762 	EXP 	TextStim: autoDraw = None
17.4762 	EXP 	TextStim: autoDraw = None
19.7736 	DATA 	Keypress: space
19.7932 	EXP 	New trial (rep=0, index=1): {'argument': u'"messy_01.csv"'}
19.7950 	EXP 	Imported messy_01.csv as conditions, 5 conditions, 1 params
19.7963 	EXP 	Created sequence: sequential, trialTypes=5, nReps=1, seed=None
19.7983 	EXP 	New trial (rep=0, index=0): {'words': u'"words\\messy_this.jpg"'}
19.8323 	EXP 	TextStim: autoDraw = None
19.8323 	EXP 	Set text_image image=words\messy_this.jpg
19.8323 	EXP 	ImageStim: autoDraw = None
20.8000 	EXP 	New trial (rep=0, index=1): {'words': u'"words\\messy_is.jpg"'}
20.8187 	EXP 	ImageStim: autoDraw = None
20.8187 	EXP 	Set text_image image=words\messy_is.jpg
20.8187 	EXP 	ImageStim: autoDraw = None
21.6447 	DATA 	Keypress: escape
