0.7559 	WARNING 	Movie2 stim could not be imported and won't be available
5.0035 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text='', units=u'norm', win=Window(...), wrapWidth=1)
5.0126 	EXP 	Created sentence_stim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='sentence_stim', opacity=1.0, ori=0, pos=array([ 0. ,  0.1]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
5.0204 	EXP 	Created property_stim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='property_stim', opacity=1.0, ori=0, pos=array([ 0. , -0.1]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
5.0207 	EXP 	Set  sound=sound.wav
5.0207 	EXP 	Set Sound  volume=1.000
5.0407 	EXP 	Created ending = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='ending', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
5.0458 	EXP 	Imported instructions-p1.xlsx as conditions, 4 conditions, 1 params
5.0462 	EXP 	Created sequence: sequential, trialTypes=4, nReps=1, seed=None
5.1336 	EXP 	New trial (rep=0, index=0): {u'text': u"Welcome to the study! This lab has been developing a new machine learning algorithm, but we need humans to help confirm that the algorithm's data is correct. Your responses will be used to help us improve our algorithm."}
5.1873 	EXP 	intro_text: text = u"Welcome to the study! This lab has been developing a new machine learning algorithm, but we need humans to help confirm that the algorithm's data is correct. Your responses will be used to help us improve our algorithm."
5.1873 	EXP 	intro_text: autoDraw = True
5.1873 	EXP 	text_2: autoDraw = True
5.4771 	DATA 	Keypress: space
5.4777 	EXP 	New trial (rep=0, index=1): {u'text': u'You will be reading sentences and responding to them. A sentence with an underlined word will appear on the screen. When that happens, please fully comprehend the sentence as you read it out loud. After six seconds, the sentence will disappear and a short phrase will appear on the screen. Your job is simply to tell us whether the phrase can be a property of the underlined word.'}
5.6183 	EXP 	intro_text: autoDraw = False
5.6183 	EXP 	text_2: autoDraw = False
5.6183 	EXP 	intro_text: text = u'You will be reading sentences and responding to them. A sentence with an underlined word will appear on the screen. When that happens, please fully comprehend the sentence as you read it out loud. After six seconds, the sentence will disappear and a short phrase will appear on the screen. Your job is simply to tell us whether the phrase can be a property of the underlined word.'
5.6183 	EXP 	intro_text: autoDraw = True
5.6183 	EXP 	text_2: autoDraw = True
5.6372 	DATA 	Keypress: space
5.6379 	EXP 	New trial (rep=0, index=2): {u'text': u"If the phrase can be a property of the underlined word, press the green key. And if the phrase can't be a property of the underlined word, press the red key. Please respond as quickly as possible,but avoid making errors."}
5.6911 	EXP 	intro_text: autoDraw = False
5.6911 	EXP 	text_2: autoDraw = False
5.6911 	EXP 	intro_text: text = u"If the phrase can be a property of the underlined word, press the green key. And if the phrase can't be a property of the underlined word, press the red key. Please respond as quickly as possible,but avoid making errors."
5.6911 	EXP 	intro_text: autoDraw = True
5.6911 	EXP 	text_2: autoDraw = True
5.8197 	DATA 	Keypress: space
5.8211 	EXP 	New trial (rep=0, index=3): {u'text': u"After this slide you'll begin a practice session. If you make any mistakes an experimenter will be standing by to correct you. Just remember to read all the sentences (but not the phrases) out loud. In order to move between trials in the experiment, press the space bar. When you're ready to begin, please turn around and tell the experimenter."}
5.9275 	EXP 	intro_text: autoDraw = False
5.9275 	EXP 	text_2: autoDraw = False
5.9275 	EXP 	intro_text: text = u"After this slide you'll begin a practice session. If you make any mistakes an experimenter will be standing by to correct you. Just remember to read all the sentences (but not the phrases) out loud. In order to move between trials in the experiment, press the space bar. When you're ready to begin, please turn around and tell the experimenter."
5.9275 	EXP 	intro_text: autoDraw = True
5.9275 	EXP 	text_2: autoDraw = True
5.9598 	DATA 	Keypress: space
5.9640 	EXP 	Imported stim-prac.xlsx as conditions, 4 conditions, 3 params
5.9644 	EXP 	Created sequence: random, trialTypes=4, nReps=1, seed=None
5.9658 	EXP 	New trial (rep=0, index=0): {u'property': u'can contain money', u'response': u'j', u'sentence': u'The *bank* was robbed by three bandits.'}
5.9798 	EXP 	intro_text: autoDraw = False
5.9798 	EXP 	text_2: autoDraw = False
6.4638 	DATA 	Keypress: space
6.4906 	EXP 	New trial (rep=0, index=1): {u'property': u'has gills', u'response': u'f', u'sentence': u'The *cheese* was growing moldy in the refrigerator.'}
6.4982 	EXP 	sentence_stim: text = u'The *bank* was robbed by three bandits.'
6.4982 	EXP 	property_stim: text = u'can contain money'
6.4982 	EXP 	sentence_stim: autoDraw = False
6.4982 	EXP 	property_stim: autoDraw = False
8.0342 	DATA 	Keypress: space
8.0632 	EXP 	New trial (rep=0, index=2): {u'property': u'can be tied in a knot', u'response': u'f', u'sentence': u'The *refrigerator* was set to a low temperature to cool the beer.'}
8.0704 	EXP 	sentence_stim: text = u'The *cheese* was growing moldy in the refrigerator.'
8.0704 	EXP 	property_stim: text = u'has gills'
8.0704 	EXP 	sentence_stim: autoDraw = False
8.0704 	EXP 	property_stim: autoDraw = False
8.3766 	DATA 	Keypress: space
8.3959 	EXP 	New trial (rep=0, index=3): {u'property': u'has a smell', u'response': u'j', u'sentence': u'The *skunk* was under a large willow.'}
8.4025 	EXP 	sentence_stim: text = u'The *refrigerator* was set to a low temperature to cool the beer.'
8.4025 	EXP 	property_stim: text = u'can be tied in a knot'
8.4025 	EXP 	sentence_stim: autoDraw = False
8.4025 	EXP 	property_stim: autoDraw = False
8.7390 	DATA 	Keypress: space
8.7715 	EXP 	Imported instructions-p2.xlsx as conditions, 1 conditions, 1 params
8.7718 	EXP 	Created sequence: sequential, trialTypes=1, nReps=1, seed=None
8.7730 	EXP 	New trial (rep=0, index=0): {u'text': u'That was the practice session. The following session will have exactly the same format, except that you will not be given feedback about whether your answers were correct. When you are ready to begin or have any questions, please turn around and inform the experimenter.'}
8.8228 	EXP 	sentence_stim: text = u'The *skunk* was under a large willow.'
8.8228 	EXP 	property_stim: text = u'has a smell'
8.8228 	EXP 	sentence_stim: autoDraw = False
8.8228 	EXP 	property_stim: autoDraw = False
8.8228 	EXP 	intro_text: text = u'That was the practice session. The following session will have exactly the same format, except that you will not be given feedback about whether your answers were correct. When you are ready to begin or have any questions, please turn around and inform the experimenter.'
8.8228 	EXP 	intro_text: autoDraw = True
8.8228 	EXP 	text_2: autoDraw = True
9.7661 	DATA 	Keypress: quoteleft
10.2890 	DATA 	Keypress: escape
